mol,sn,Mult,eV,nm,f,orb,tdmx,tdmy,tdmz,dips,tvdmx,tvdmy,tvdmz,dipsv,tmdmx,tmdmy,tmdmz,rotxx,rotyy,rotzz,R,EMangle,rotlxx,rotlyy,rotlzz,Rl
hod0001,1,Singlet,2.8054,441.95,0.0195,H-L:0.87;H1-L:0.036,0.0021,0.5287,-0.0691,0.2843,-0.0007,-0.0539,0.0039,0.0029,-0.1862,-0.1470,-0.0984,25.6711,-2.9298,29.8533,17.5315,56.49,0.2826,54.9480,-4.8053,16.8084
hod0002,1,Singlet,2.5705,482.33,0.0221,H-L:0.835;H2-L:0.073,-0.2856,0.5197,-0.0040,0.3517,0.0257,-0.0499,-0.0015,0.0032,-0.2352,-0.3232,0.1414,51.2005,-14.2200,36.8457,24.6087,65.52,-47.4948,118.7948,0.4006,23.9002
hod0003,1,Singlet,2.4673,502.51,0.0063,H-L:0.933,0.2295,-0.2278,0.0211,0.1050,-0.0192,0.0201,0.0010,0.0008,0.1426,0.0052,-0.0868,-2.5552,-8.6628,-10.0154,-7.0778,125.91,-23.1398,0.8401,1.2943,-7.0018
hod0004,1,Singlet,2.2343,554.91,0.0055,H-L:0.933,0.2719,-0.1581,-0.0308,0.0998,-0.0218,0.0140,-0.0008,0.0007,0.0181,-0.0152,-0.2498,1.5776,-1.3896,-3.7057,-1.1726,93.61,-3.4782,-1.6951,-5.4314,-3.5349
hod0005,1,Singlet,2.3304,532.04,0.0077,H-L:0.888;H3-L:0.041,-0.0036,0.3637,-0.0414,0.1340,0.0005,-0.0306,0.0066,0.0010,0.0841,-0.0987,0.0023,12.5986,3.1590,9.6489,8.4689,40.71,0.2126,25.3904,0.0682,8.5571
hod0006,1,Singlet,2.6347,470.57,0.0047,H-L:0.869;H1-L:0.071,-0.1004,0.2490,-0.0203,0.0725,0.0093,-0.0238,-0.0007,0.0007,-0.0890,-0.0646,0.0906,2.3792,-1.5376,3.8946,1.5787,79.74,-6.3217,11.3772,1.2980,2.1178
hod0007,1,Singlet,2.2677,546.75,0.0058,H-L:0.938;H-L1:0.03,0.0849,-0.3101,-0.0288,0.1042,-0.0059,0.0260,0.0048,0.0007,0.0323,0.2759,-0.1120,23.9603,-4.8365,35.5354,18.2197,37.50,-1.9385,60.5044,-2.2777,18.7627
hod0008,1,Singlet,2.542,487.74,0.0134,H-L:0.906;H-L1:0.027,-0.3186,-0.3356,0.0225,0.2147,0.0298,0.0308,0.0015,0.0018,0.1920,-0.0194,-0.0007,-2.6596,23.2208,18.2514,12.9375,51.74,43.2563,-4.6109,0.0108,12.8854
hod0009,1,Singlet,2.6576,466.53,0.0132,H-L:0.876;H-L1:0.037,-0.0786,-0.4436,-0.0125,0.2032,0.0072,0.0433,-0.0019,0.0019,-0.1482,0.2451,0.0828,33.6489,-1.6884,35.9358,22.6321,44.29,-8.2402,76.9025,0.7347,23.1323
hod0010,1,Singlet,2.7003,459.15,0.0091,H-L:0.812;H1-L:0.074,0.0113,-0.3715,0.0060,0.1381,-0.0002,0.0351,0.0023,0.0012,0.1194,0.1518,0.1668,17.6511,1.8021,20.9990,13.4840,50.73,-0.9545,39.8813,-0.7061,12.7402
hod0011,1,Singlet,2.2211,558.2,0.0086,H-L:0.959,0.2165,0.3169,-0.1018,0.1576,-0.0169,-0.0261,0.0053,0.0010,-0.1084,-0.0300,-0.2500,1.5897,-0.1054,9.7833,3.7559,81.36,16.5938,6.7204,-17.9919,1.7741
hod0012,1,Singlet,2.3194,534.55,0.0093,H-L:0.867;H3-L:0.052,0.2414,0.3182,-0.0675,0.1640,-0.0208,-0.0260,0.0084,0.0012,-0.2071,-0.0099,-0.0044,1.3823,19.7594,16.4537,12.5318,50.46,35.3515,2.2384,-0.2123,12.4592
hod0013,1,Singlet,2.6516,467.59,0.0453,H-L:0.887;H-L1:0.027,0.4127,0.7101,-0.1491,0.6968,-0.0391,-0.0689,0.0123,0.0064,-0.2228,0.0347,-0.4045,5.0773,1.6489,3.0546,3.2603,87.92,65.0144,-17.4467,-42.6434,1.6415
hod0014,1,Singlet,2.8932,428.54,0.006,H-L:0.921,-0.0539,0.2847,0.0249,0.0846,0.0051,-0.0298,-0.0050,0.0009,-0.0389,-0.1698,0.0253,14.0992,-0.3609,17.7725,10.5036,28.68,-1.4848,34.1833,-0.4445,10.7514
hod0015,1,Singlet,2.7187,456.03,0.0146,H-L:0.913;H-L1:0.036,0.0207,0.4649,-0.0449,0.2186,-0.0022,-0.0457,0.0015,0.0021,-0.1467,-0.0243,-0.2548,7.2381,-1.1305,1.3573,2.4883,85.52,2.1447,7.9876,-8.0911,0.6804
hod0016,1,Singlet,2.8041,442.16,0.0132,H-L:0.692;H1-L:0.196,-0.2097,0.3773,-0.0747,0.1919,0.0234,-0.0379,0.0043,0.0020,0.3398,0.0315,0.0940,-2.0621,19.7443,31.5283,16.4035,63.10,50.3897,-8.4173,4.9621,15.6448
hod0017,1,Singlet,2.4889,498.14,0.007,H-L:0.935,0.1808,-0.2841,-0.0385,0.1149,-0.0154,0.0252,-0.0001,0.0009,0.1035,0.1202,-0.0703,7.2894,-5.1899,9.0143,3.7046,73.72,-13.2348,24.1465,-1.9128,2.9996
hod0018,1,Singlet,2.6762,463.29,0.0208,H-L:0.825;H1-L:0.047,0.2788,0.4887,0.0312,0.3176,-0.0256,-0.0475,-0.0058,0.0029,-0.0359,-0.2063,-0.1043,39.3539,5.2926,36.7447,27.1304,26.94,7.0761,71.3152,2.3012,26.8975
hod0019,1,Singlet,2.4073,515.03,0.0405,H2-L:0.468;H1-L:0.377,0.1339,-0.8044,0.1498,0.6874,-0.0115,0.0716,-0.0099,0.0054,-0.1953,-0.0246,0.3713,-3.9918,-5.7565,-15.6623,-8.4702,95.93,18.4977,-13.9802,-39.3195,-11.6007
hod0020,1,Singlet,2.5659,483.2,0.0064,H-L:0.887;H-L1:0.043,-0.1171,-0.2930,0.0489,0.1019,0.0115,0.0275,-0.0006,0.0009,-0.0722,0.1856,0.0556,16.3263,-3.2205,18.7001,10.6020,46.59,-5.9797,38.4598,-1.9257,10.1848
hod0021,1,Singlet,1.6028,773.55,0.0034,H1-L:0.932;H3-L:0.024,0.2843,0.0677,-0.0089,0.0855,-0.0156,-0.0059,-0.0024,0.0003,0.0303,0.0436,-0.1546,0.6594,-1.3904,-3.6020,-1.4443,97.55,-6.0877,-2.0897,-0.9760,-3.0511
hod0022,1,Singlet,2.5326,489.56,0.0098,H-L:0.831;H-L1:0.06,-0.1112,-0.3807,0.0348,0.1585,0.0101,0.0352,-0.0055,0.0014,-0.1924,0.4023,0.2884,37.7993,-9.2263,52.4124,26.9951,57.22,-15.1281,108.3075,-7.0979,28.6938
hod0023,1,Singlet,2.3161,535.32,0.0382,H-L:0.927,0.6733,-0.4690,0.0071,0.6734,-0.0577,0.0383,-0.0036,0.0048,0.0341,0.0074,-0.4996,20.0491,1.8926,-21.0177,0.3080,89.82,-16.2324,2.4662,2.4977,-3.7562
hod0024,1,Singlet,2.6214,472.97,0.0238,H-L:0.783;H1-L:0.062,0.2239,0.5566,-0.1006,0.3700,-0.0224,-0.0527,0.0068,0.0033,-0.3611,-0.0918,-0.1281,18.7965,16.0573,53.5392,29.4644,57.99,57.1877,36.1199,-9.1113,28.0654
hod0025,1,Singlet,2.6682,464.67,0.0174,H-L:0.793;H1-L:0.124,0.1310,-0.4996,-0.0115,0.2669,-0.0118,0.0482,-0.0029,0.0025,0.0298,0.3712,0.1784,51.1713,-1.8426,73.5950,40.9746,33.94,-2.7627,131.1539,1.4551,43.2821
hod0026,1,Singlet,2.4928,497.38,0.0199,H-L:0.875;H1-L:0.048,-0.2257,0.5201,-0.0670,0.3259,0.0203,-0.0486,0.0092,0.0029,0.0529,-0.3532,-0.1291,53.2157,4.1277,74.2600,43.8678,32.89,8.4383,129.9213,-6.1209,44.0796
hod0027,1,Singlet,2.7519,450.54,0.0142,H-L:0.781;H2-L:0.082,-0.2792,0.3584,-0.0635,0.2104,0.0270,-0.0365,0.0035,0.0021,-0.1950,-0.2862,0.0055,30.7657,-19.1837,24.7926,12.1249,70.74,-38.4905,72.5392,0.2474,11.4320
hod0028,1,Singlet,2.8061,441.85,0.0243,H-L:0.879;H1-L:0.028,-0.2941,0.5151,-0.0412,0.3535,0.0291,-0.0539,0.0065,0.0038,0.2262,-0.3873,-0.1256,58.0196,21.1471,103.5518,60.9062,21.77,47.0480,141.0845,-3.6603,61.4908
hod0029,1,Singlet,3.004,412.74,0.0404,H-L:0.788;H5-L:0.065,0.0594,0.7320,-0.0969,0.5488,-0.0079,-0.0791,0.0077,0.0064,-0.5412,-0.1121,0.2219,26.4634,9.4889,59.1789,31.7104,71.81,22.7450,58.0252,15.2107,31.9936
hod0030,1,Singlet,2.5568,484.93,0.0329,H-L:0.866;H-L1:0.086,0.5232,0.5001,-0.0391,0.5253,-0.0487,-0.0465,-0.0003,0.0045,-0.0435,0.0601,-0.2053,0.4240,6.4947,-11.5742,-1.5519,92.41,16.1006,-21.2397,-5.6757,-3.6050
hod0031,1,Singlet,2.7184,456.1,0.0281,H1-L:0.706;H-L:0.187,-0.1887,-0.6102,0.1180,0.4219,0.0192,0.0610,-0.0085,0.0042,0.2420,0.0219,0.3503,10.5317,4.1082,6.6553,7.0984,83.72,32.2946,9.4576,-29.2255,4.1756
hod0032,1,Singlet,2.4393,508.27,0.0147,H-L:0.929;H-L1:0.02,0.1452,0.4731,0.0361,0.2463,-0.0122,-0.0419,-0.0055,0.0019,-0.0800,-0.0619,-0.2246,20.1695,6.7599,11.0473,12.6589,63.64,8.2127,20.7278,5.7331,11.5578
hod0033,1,Singlet,2.367,523.81,0.0149,H-L:0.918;H1-L1:0.023,0.2028,0.4601,-0.0630,0.2568,-0.0163,-0.0399,0.0024,0.0019,-0.0824,-0.2117,0.0610,29.5864,4.0376,47.0698,26.8979,11.94,11.8075,68.8829,2.7177,27.8027
hod0034,1,Singlet,2.329,532.35,0.0071,H-L:0.888;H-L1:0.054,-0.2438,0.2376,0.0878,0.1236,0.0218,-0.0219,-0.0058,0.0010,0.0540,0.0081,0.1556,-0.2769,-1.0342,2.0977,0.2622,90.00,9.3139,-1.3622,-9.6654,-0.5712
hod0035,1,Singlet,2.7278,454.52,0.0192,H-L:0.902;H-L1:0.027,0.3545,0.3643,-0.1682,0.2867,-0.0363,-0.0365,0.0148,0.0029,-0.1794,0.0568,-0.3202,-7.2669,-3.9546,8.9825,-0.7463,90.91,44.9633,-14.6442,-38.0768,-2.5859
hod0036,1,Singlet,2.798,443.11,0.0355,H1-L:0.707;H-L:0.16,0.6516,0.2878,0.1029,0.5181,-0.0667,-0.0296,-0.0078,0.0054,-0.0800,0.0667,0.3588,-3.6857,16.6557,-9.0455,1.3082,88.81,36.8669,-13.5847,-26.0972,-0.9383
hod0037,1,Singlet,2.6099,475.06,0.0149,H-L:0.864;H-L1:0.064,0.4687,0.0978,0.0601,0.2328,-0.0432,-0.0084,-0.0084,0.0020,-0.3480,0.3845,0.1712,-12.9844,44.7632,44.8783,25.5524,64.87,115.3348,-26.5800,-7.2720,27.1609
hod0038,1,Singlet,2.6694,464.47,0.0389,H-L:0.797;H-L1:0.14,0.4641,0.6035,-0.1259,0.5955,-0.0457,-0.0584,0.0092,0.0056,-0.2733,0.0737,-0.5630,-11.8617,26.0346,7.5591,7.2440,86.33,89.7016,-31.4340,-50.1172,2.7168
hod0039,1,Singlet,2.6927,460.45,0.0135,H-L:0.834;H-L1:0.063,-0.4500,0.0420,0.0077,0.2043,0.0444,-0.0052,-0.0040,0.0020,0.1318,-0.1459,0.0529,1.9936,19.8414,23.8417,15.2255,45.56,41.9298,4.3375,-0.2862,15.3270
hod0040,1,Singlet,2.5552,485.23,0.0075,H1-L:0.946,0.2099,-0.2670,-0.0642,0.1195,-0.0210,0.0256,0.0020,0.0011,-0.1069,-0.0957,-0.1976,-9.2285,4.3433,0.3565,-1.5096,94.26,15.8706,-18.0686,-8.9786,-3.7255
hod0041,1,Singlet,2.4858,498.77,0.0208,H1-L:0.488;H-L:0.422,0.4538,-0.3675,0.0308,0.3419,-0.0405,0.0325,0.0004,0.0027,0.1538,0.2310,-0.0995,17.5590,-14.9666,6.8520,3.1482,85.43,-49.3593,60.0307,2.1684,4.2799
hod0042,1,Singlet,2.24,553.49,0.0121,H-L:0.882;H1-L:0.041,-0.3138,-0.3501,-0.0011,0.2211,0.0258,0.0295,-0.0024,0.0015,-0.1375,0.2280,0.3924,15.7173,-12.7863,16.1750,6.3687,83.13,-30.5100,56.4632,0.2915,8.7482
hod0043,1,Singlet,2.9082,426.33,0.0198,H1-L:0.622;H-L:0.229,0.5157,-0.0746,0.0785,0.2777,-0.0571,0.0079,-0.0055,0.0034,-0.1835,0.2338,0.1028,1.0754,28.1298,48.5930,25.9327,49.80,66.9041,12.3324,-5.7046,24.5106
hod0044,1,Singlet,2.5543,485.39,0.0245,H-L:0.778;H2-L:0.085,0.0299,-0.6179,-0.0974,0.3922,-0.0024,0.0592,0.0058,0.0035,-0.2825,0.0820,-0.0390,17.4832,-3.1155,25.6631,13.3436,72.51,5.9764,35.8492,-2.6886,13.0456
hod0045,1,Singlet,2.4189,512.57,0.006,H-L:0.92;H-L1:0.025,0.1350,0.2868,-0.0200,0.1009,-0.0125,-0.0245,-0.0006,0.0008,-0.0557,0.0269,-0.2942,2.1495,2.7987,-3.3706,0.5258,88.62,5.3195,-5.4660,-4.1640,-1.4368
hod0046,1,Singlet,2.2809,543.58,0.0132,H-L:0.943,0.3130,-0.3678,-0.0504,0.2357,-0.0263,0.0301,0.0016,0.0016,0.0027,0.0312,-0.3298,6.9378,-3.6516,-0.3569,0.9764,88.50,-0.5898,8.1267,-11.7453,-1.4028
hod0047,1,Singlet,1.9518,635.23,0.0065,H-L:0.949,0.3520,-0.1081,0.0211,0.1361,-0.0242,0.0077,0.0010,0.0006,0.0058,0.2643,0.0189,7.3222,2.5005,8.9958,6.2729,73.51,-1.4439,20.2113,-0.2824,6.1617
hod0048,1,Singlet,2.8351,437.32,0.0213,H1-L:0.716;H1-L1:0.117,0.5440,0.0739,0.0737,0.3068,-0.0552,-0.0097,-0.0075,0.0032,0.2400,-0.3974,-0.4061,12.9412,-46.2640,-9.8279,-14.3835,100.50,-92.3296,20.7755,21.1620,-16.7974
hod0049,1,Singlet,2.5932,478.11,0.0237,H-L:0.475;H1-L:0.183,-0.3355,-0.5037,-0.0796,0.3726,0.0317,0.0470,0.0041,0.0032,-0.1832,0.4242,0.1893,66.6926,-15.3323,59.2133,36.8579,58.33,-43.4547,151.1261,10.6627,39.4447
hod0050,1,Singlet,2.6011,476.66,0.0206,H1-L:0.918,0.3349,-0.4527,-0.0755,0.3228,-0.0325,0.0437,0.0047,0.0030,-0.1956,0.0018,-0.1582,4.6350,16.0099,21.4175,14.0208,65.57,46.3278,0.5872,-8.4520,12.8210
hod0051,1,Singlet,2.5449,487.18,0.047,H-L:0.838;H-L1:0.07,0.0913,0.8545,-0.1221,0.7534,-0.0093,-0.0781,0.0086,0.0063,0.1905,-0.1621,-0.2696,52.7886,-7.3882,19.4913,21.6306,72.85,-12.3005,97.9224,-23.2922,20.7766
hod0052,1,Singlet,2.2806,543.64,0.0014,H-L:0.908;H2-L:0.036,-0.0315,-0.1545,0.0013,0.0249,0.0034,0.0129,0.0029,0.0002,0.0222,-0.0137,0.0661,-0.2539,1.2969,-0.2871,0.2520,90.00,0.4942,-1.4923,-0.0590,-0.3524
hod0053,1,Singlet,2.755,450.04,0.0146,H-L:0.745;H1-L:0.133,0.1974,-0.4209,-0.0033,0.2162,-0.0205,0.0421,0.0025,0.0022,0.0514,0.4357,0.1218,61.7501,3.6555,57.6358,41.0138,34.47,-7.1812,129.6913,0.2830,40.9310
hod0054,1,Singlet,2.6462,468.53,0.0091,H-L:0.795;H-L1:0.149,-0.2767,0.2228,0.1222,0.1411,0.0261,-0.0208,-0.0080,0.0012,0.1275,0.0461,0.1826,-3.9661,3.4864,7.1028,2.2077,83.31,24.9454,-7.2576,-15.7793,0.6362
hod0055,1,Singlet,3.0999,399.96,0.0113,H-L:0.652;H2-L:0.178,-0.0543,0.3764,-0.0610,0.1484,0.0046,-0.0431,0.0029,0.0019,-0.0827,-0.1720,0.1840,14.9495,1.7074,30.2881,15.6483,48.91,-3.1752,45.7925,7.9381,16.8518
hod0056,1,Singlet,2.5531,485.62,0.0228,H-L:0.91;H1-L:0.026,0.1748,-0.5526,-0.1685,0.3643,-0.0166,0.0512,0.0129,0.0031,-0.2179,0.1239,-0.2605,20.5887,-7.7057,36.9119,16.5983,70.71,26.9336,48.4249,-31.0502,14.7694
hod0057,1,Singlet,2.4856,498.8,0.0664,H-L:0.817;H-L1:0.061,-0.4562,-0.9303,0.1274,1.0899,0.0419,0.0857,-0.0096,0.0092,-0.2616,0.2640,0.1897,98.3073,-38.4930,16.4636,25.4260,75.74,-84.3726,173.6749,-17.0933,24.0697
hod0058,1,Singlet,2.6702,464.32,0.0489,H-L:0.443;H1-L:0.281,0.4536,-0.7357,-0.0010,0.7469,-0.0450,0.0712,-0.0021,0.0071,-0.0352,0.2792,-0.1469,78.2284,12.6788,65.9287,52.2786,35.48,11.3029,145.2472,-0.1057,52.1482
hod0059,1,Singlet,2.0772,596.89,0.0112,H-L:0.932,0.2512,0.3972,-0.0063,0.2209,-0.0192,-0.0296,-0.0022,0.0013,0.1335,-0.0990,-0.4643,25.3649,-8.8436,-3.8888,4.2108,85.52,-23.7142,27.8088,-2.0644,0.6767
hod0060,1,Singlet,2.6509,467.71,0.0274,H1-L:0.602;H-L:0.186,-0.6271,0.1207,-0.1190,0.4220,0.0615,-0.0127,0.0086,0.0040,0.1662,0.0928,-0.1457,-1.9527,34.9701,23.5419,18.8531,59.17,73.6957,-7.9188,-12.2626,17.8381
hod0061,1,Singlet,2.965,418.16,0.015,H-L:0.919,0.2396,0.3765,-0.0889,0.2071,-0.0263,-0.0407,0.0065,0.0024,-0.2201,-0.0033,-0.2267,3.3045,7.3785,18.1194,9.6008,73.31,37.3041,0.8851,-14.2522,7.9790
hod0062,1,Singlet,2.6786,462.87,0.0236,H-L:0.77;H1-L:0.082,0.4400,0.3930,-0.1063,0.3593,-0.0416,-0.0390,0.0071,0.0033,-0.0518,0.0513,-0.2052,-3.2606,-5.9429,-0.1658,-3.1231,95.98,16.1123,-14.2571,-15.4213,-4.5220
hod0063,1,Singlet,2.9591,418.99,0.0216,H-L:0.758;H3-L:0.068,-0.1613,0.5206,0.0326,0.2981,0.0150,-0.0562,-0.0011,0.0034,-0.1455,-0.3314,-0.0679,53.1506,-4.0656,58.3371,35.8074,39.54,-16.5963,122.0327,1.5662,35.6675
hod0064,1,Singlet,2.2462,551.96,0.0112,H-L:0.823;H3-L:0.081,0.2685,0.3620,0.0216,0.2036,-0.0220,-0.0293,0.0003,0.0013,0.1907,-0.2617,-0.3380,26.3881,-14.9494,17.6082,9.6823,78.60,-36.2075,67.0036,5.1585,11.9849
hod0065,1,Singlet,2.4143,513.54,0.0085,H1-L:0.844;H-L:0.048,-0.2773,0.2573,0.0022,0.1431,0.0242,-0.0245,0.0027,0.0012,0.1593,-0.4585,-0.3544,31.7855,8.0161,73.0129,37.6048,47.00,31.2429,83.4109,0.5494,38.4011
hod0066,1,Singlet,2.3486,527.91,0.0079,H-L:0.84;H1-L:0.092,0.0476,0.3673,0.0114,0.1373,-0.0036,-0.0304,-0.0036,0.0009,-0.0595,-0.2367,-0.1552,37.4347,1.9946,25.8373,21.7556,26.58,2.0010,61.4946,1.2487,21.5814
hod0067,1,Singlet,2.413,513.82,0.0064,H-L:0.85;H2-L:0.075,-0.2100,0.2532,-0.0089,0.1083,0.0188,-0.0222,-0.0024,0.0009,-0.0617,-0.2153,0.0989,13.3309,-1.0759,14.7789,9.0113,61.70,-9.1552,38.5579,0.6252,10.0093
hod0068,1,Singlet,2.6956,459.96,0.0076,H-L:0.844;H2-L1:0.045,-0.0539,-0.3300,0.0501,0.1143,0.0054,0.0335,-0.0024,0.0012,-0.0704,0.3705,-0.2864,31.4241,0.8290,58.3995,30.2175,37.94,-2.6825,86.4690,10.1419,31.3095
hod0069,1,Singlet,2.4996,496.02,0.032,H1-L:0.313;H-L:0.307,-0.6335,0.3454,0.0351,0.5218,0.0599,-0.0338,-0.0005,0.0047,0.2048,0.0438,0.1011,5.0075,52.2903,25.2241,27.5073,47.89,91.7278,-10.7095,-2.5075,26.1703
hod0070,1,Singlet,2.7574,449.65,0.0057,H-L:0.785;H1-L:0.102,-0.0545,-0.2848,-0.0234,0.0846,0.0058,0.0287,0.0055,0.0009,0.0844,0.3633,-0.1095,28.6760,-1.1791,44.6322,24.0430,26.97,3.2514,73.1760,-1.8152,24.8707
hod0071,1,Singlet,2.7868,444.9,0.0228,H-L:0.848;H1-L:0.063,-0.3150,0.4827,0.0417,0.3340,0.0310,-0.0502,-0.0062,0.0035,-0.2614,-0.4491,0.3725,51.8420,-32.8260,64.8963,27.9708,71.31,-58.2171,153.2911,-10.9933,28.0269
hod0072,1,Singlet,2.8749,431.26,0.0379,H1-L:0.558;H3-L:0.191,0.0223,0.7310,0.0513,0.5376,-0.0035,-0.0762,-0.0033,0.0058,-0.1709,-0.2477,0.4480,78.5560,-2.9907,44.7914,40.1189,64.14,2.6923,128.0481,-16.2637,38.1589
hod0073,1,Singlet,2.5595,484.41,0.021,H-L:0.922;H1-L:0.025,0.2872,-0.4328,-0.2559,0.3353,-0.0265,0.0413,0.0215,0.0029,-0.2208,-0.0135,-0.2816,-4.7814,-6.8218,5.8969,-1.9021,92.27,44.8269,-4.1449,-50.9695,-3.4292
hod0074,1,Singlet,2.0787,596.46,0.0022,H-L:0.918,0.0413,-0.2047,0.0068,0.0437,-0.0028,0.0167,-0.0044,0.0003,0.0158,0.0266,-0.0596,2.5720,1.4124,2.1178,2.0341,55.89,-0.4613,3.8544,0.2870,1.2267
hod0075,1,Singlet,2.5509,486.04,0.0078,H1-L:0.382;H-L:0.339,-0.1558,-0.3098,-0.0702,0.1251,0.0152,0.0305,0.0043,0.0012,-0.0919,0.1443,0.1419,11.9210,-2.6418,18.0552,9.1115,61.66,-10.1215,31.6003,7.0424,9.5071
hod0076,1,Singlet,2.1238,583.78,0.0099,H-L:0.576;H1-L:0.337,-0.1912,0.3823,-0.0921,0.1912,0.0139,-0.0283,0.0046,0.0010,-0.0946,-0.1130,-0.0518,9.0852,-9.6621,15.5167,4.9800,70.67,-12.7895,30.5607,-3.3689,4.8008
hod0077,1,Singlet,2.7088,457.71,0.0058,H-L:0.628;H1-L:0.199,0.0929,-0.2761,-0.0470,0.0871,-0.0092,0.0278,0.0003,0.0009,0.1276,0.0792,-0.1428,3.4165,-3.9091,7.4839,2.3304,80.68,-8.3786,15.4755,-4.7463,0.7835
hod0078,1,Singlet,2.4956,496.81,0.0108,H-L:0.688;H1-L:0.242,0.1421,0.3924,-0.0525,0.1770,-0.0135,-0.0364,0.0013,0.0015,-0.1006,0.0115,-0.2615,1.8287,2.9407,-0.1420,1.5425,86.84,10.1081,-3.1913,-9.7071,-0.9301
hod0079,1,Singlet,2.5937,478.01,0.0051,H-L:0.888;H-L1:0.025,0.1184,0.2475,0.0709,0.0803,-0.0118,-0.0245,-0.0047,0.0008,0.1890,-0.3831,-0.6083,35.2765,5.4235,33.8814,24.8605,60.72,-15.8273,67.0474,30.4904,27.2368
