mol,sn,Mult,eV,nm,f,orb,tdmx,tdmy,tdmz,dips,tvdmx,tvdmy,tvdmz,dipsv,tmdmx,tmdmy,tmdmz,rotxx,rotyy,rotzz,R,EMangle,rotlxx,rotlyy,rotlzz,Rl
hod0080,1,Singlet,2.5988,477.08,0.0149,H1-L:0.937,0.3040,-0.3639,-0.0955,0.2340,-0.0287,0.0354,0.0050,0.0021,0.1155,0.2152,0.0664,21.8039,-13.1363,25.6516,11.4397,66.45,-24.8312,55.3871,4.4806,11.6788
hod0081,1,Singlet,2.5372,488.66,0.0131,H-L:0.894;H3-L:0.038,-0.1501,-0.4325,-0.0208,0.2100,0.0124,0.0394,-0.0017,0.0017,-0.1294,0.2606,-0.0676,38.3171,-4.2072,32.5621,22.2240,44.64,-13.7387,79.7187,-0.9951,21.6616
hod0082,1,Singlet,2.8721,431.69,0.0482,H-L:0.617;H1-L:0.203,0.0456,0.8153,0.1325,0.6844,-0.0049,-0.0880,-0.0112,0.0079,0.2634,-0.0737,0.2601,31.6364,-19.1069,2.7855,5.1050,86.09,-8.4949,42.4992,-24.3668,3.2125
hod0083,1,Singlet,3.1563,392.82,0.0599,H2-L:0.342;H1-L:0.306,0.1143,-0.8585,-0.1581,0.7751,-0.0122,0.0991,0.0158,0.0102,0.3054,0.2218,-0.3325,77.1064,-39.7525,41.8842,26.4127,75.19,-24.6878,134.6230,-37.1775,24.2526
hod0084,1,Singlet,2.679,462.8,0.0601,H1-L:0.573;H-L:0.22,0.7946,-0.4842,-0.2240,0.9160,-0.0769,0.0474,0.0192,0.0085,-0.2555,-0.0678,-0.4491,3.2847,29.6217,23.3056,18.7374,80.64,143.5552,-23.2153,-71.1335,16.4021
hod0085,1,Singlet,2.8388,436.75,0.0375,H-L:0.582;H-L1:0.133,-0.7020,0.1616,0.1403,0.5386,0.0697,-0.0164,-0.0155,0.0054,-0.1038,-0.6886,0.0950,39.1417,1.5015,-23.1114,5.8439,87.12,-51.5366,78.6881,-9.4281,5.9078
hod0086,1,Singlet,2.5228,491.46,0.0146,H-L:0.805;H1-L:0.117,-0.0737,-0.4786,0.0363,0.2358,0.0076,0.0445,-0.0008,0.0020,0.1433,0.0807,0.1430,12.6675,2.1519,20.0022,11.6072,62.37,7.4680,27.3129,-3.6736,10.3691
hod0087,1,Singlet,3.0587,405.34,0.0182,H-L:0.517;H2-L:0.127,-0.4639,0.1416,-0.0864,0.2427,0.0535,-0.0152,0.0069,0.0031,0.2081,0.3521,0.0543,-17.8513,29.0862,27.4226,12.8858,74.60,68.2619,-35.2660,3.3180,12.1046
hod0088,1,Singlet,2.7368,453.03,0.0449,H-L:0.778;H2-L:0.046,0.1184,-0.7963,-0.1452,0.6692,-0.0123,0.0808,0.0124,0.0068,-0.3172,0.1027,-0.1279,33.7530,-3.9126,44.8262,24.8889,68.92,26.5554,57.8294,-13.1334,23.7505
hod0089,1,Singlet,2.5271,490.62,0.0056,H-L:0.926;H-L1:0.026,0.1399,-0.2619,-0.0468,0.0904,-0.0124,0.0232,0.0013,0.0007,-0.1345,0.0191,-0.1703,2.2091,4.6597,7.5567,4.8085,70.73,13.3012,3.5330,-5.6330,3.7337
hod0090,1,Singlet,2.5033,495.29,0.0069,H-L:0.568;H1-L:0.309,-0.0474,-0.3280,0.0542,0.1127,0.0051,0.0292,-0.0026,0.0009,0.0081,-0.0186,0.0461,-1.6632,-1.4728,-1.6362,-1.5907,114.48,0.2713,-4.3186,-1.7663,-1.9379
hod0091,1,Singlet,2.7682,447.89,0.0244,H-L:0.681;H3-L:0.095,-0.4439,0.4019,0.0245,0.3592,0.0487,-0.0404,-0.0053,0.0040,0.3068,0.0659,0.2880,-7.5861,37.6723,44.6056,24.8973,66.58,96.3215,-18.7400,-4.9992,24.1941
hod0092,1,Singlet,2.2028,562.86,0.0128,H-L:0.918;H2-L:0.021,0.3796,-0.3018,-0.0377,0.2366,-0.0299,0.0252,0.0048,0.0016,-0.0149,0.4770,-0.3185,33.6453,5.4071,56.4071,31.8198,61.07,4.0063,101.7893,-8.4876,32.4360
hod0093,1,Singlet,2.3876,519.28,0.008,H-L:0.826;H-L1:0.065,0.1296,0.3453,0.0223,0.1365,-0.0113,-0.0292,-0.0046,0.0010,-0.0234,-0.0828,-0.3060,18.5620,7.5141,6.8036,10.9599,66.05,2.1431,20.2267,4.8212,9.0637
hod0094,1,Singlet,2.1102,587.55,0.0063,H-L:0.954,-0.2555,0.2266,-0.0706,0.1216,0.0192,-0.0179,0.0027,0.0007,-0.1659,-0.1493,-0.0506,7.9538,-14.2196,0.3999,-1.9553,96.13,-29.9666,23.9228,-2.5271,-2.8570
hod0095,1,Singlet,2.4458,506.92,0.0199,H-L:0.917;H-L1:0.022,-0.1786,-0.5456,0.0560,0.3327,0.0156,0.0497,-0.0066,0.0028,-0.0254,0.3735,0.3984,54.0519,-8.8764,77.1356,40.7703,57.24,-3.2146,144.1073,-15.7788,41.7046
hod0096,1,Singlet,2.6024,476.42,0.0182,H-L:0.795;H1-L:0.113,-0.1716,0.4839,0.1496,0.2860,0.0155,-0.0446,-0.0115,0.0024,0.2115,-0.0675,0.1821,10.0855,-7.1494,28.0963,10.3441,72.50,25.6624,23.1140,-19.2710,9.8352
hod0097,1,Singlet,2.666,465.06,0.025,H1-L:0.582;H-L:0.3,0.3556,-0.5022,-0.0613,0.3824,-0.0349,0.0476,0.0021,0.0035,0.0080,0.4419,-0.0863,71.1425,-2.1754,79.4524,49.4732,39.37,-2.0180,156.9383,-3.7373,50.3943
hod0098,1,Singlet,2.6732,463.81,0.0108,H1-L:0.527;H-L:0.348,0.0848,0.3838,-0.1045,0.1654,-0.0078,-0.0369,0.0088,0.0015,-0.0981,0.0370,-0.2279,-7.9467,-8.7652,-2.0102,-6.2407,105.52,5.8834,-10.0347,-16.8395,-6.9969
hod0099,1,Singlet,2.6714,464.11,0.0056,H-L:0.84;H3-L:0.049,0.2231,0.1891,-0.0277,0.0863,-0.0213,-0.0184,-0.0019,0.0008,0.0370,-0.4729,0.2641,24.8796,-5.5145,33.9334,17.7662,61.09,-5.8362,63.2520,5.1658,20.8605
hod0100,1,Singlet,2.6632,465.55,0.0168,H1-L:0.525;H-L:0.375,0.0993,-0.4858,-0.1097,0.2579,-0.0087,0.0481,0.0085,0.0025,-0.1829,0.2087,-0.1152,35.7868,-3.4447,44.5664,25.6361,44.40,12.8434,71.6954,-8.9408,25.1994
hod0101,1,Singlet,2.4791,500.11,0.0042,H-L:0.911;H-L1:0.037,-0.0088,-0.2620,0.0210,0.0691,0.0015,0.0230,0.0014,0.0005,0.1331,0.0148,-0.0614,-1.2804,0.7228,4.0285,1.1570,82.44,0.8301,2.7434,0.9117,1.4951
hod0102,1,Singlet,2.9615,418.65,0.0636,H-L:0.772;H1-L1:0.081,0.8419,-0.3838,0.1427,0.8764,-0.0924,0.0415,-0.0128,0.0104,-0.0441,0.0403,0.2728,-16.8679,34.2056,-2.6240,4.9046,85.44,26.2676,10.9300,-27.5207,3.2256
hod0103,1,Singlet,2.7575,449.63,0.017,H1-L:0.526;H-L:0.333,-0.0709,-0.4906,-0.0754,0.2514,0.0061,0.0492,0.0051,0.0025,-0.1304,0.2287,-0.0263,35.5132,-5.0888,41.6528,24.0257,38.45,-6.5355,79.3400,-1.4017,23.8009
hod0104,1,Singlet,2.4288,510.47,0.0297,H-L:0.914;H-L1:0.026,0.2601,-0.6563,-0.0150,0.4986,-0.0210,0.0590,-0.0009,0.0039,-0.1525,0.3016,-0.0787,64.6365,12.0222,90.3214,55.6600,14.23,28.0489,139.9682,-0.8366,55.7268
hod0105,1,Singlet,2.7517,450.58,0.0063,H-L:0.865;H2-L:0.051,0.1984,-0.2292,-0.0318,0.0929,-0.0193,0.0229,0.0008,0.0009,0.1094,0.2379,-0.0201,18.3936,-7.6392,12.5205,7.7583,64.98,-15.3507,38.5596,-0.4530,7.5853
hod0106,1,Singlet,2.4429,507.52,0.0139,H-L:0.831;H1-L:0.044,0.4397,0.1979,-0.0110,0.2326,-0.0399,-0.0179,0.0045,0.0019,-0.2364,0.0747,-0.2339,-7.9356,23.5055,39.8109,18.4603,62.00,73.5109,-10.4527,-1.8231,20.4117
hod0107,1,Singlet,2.4756,500.82,0.0155,H-L:0.86;H1-L:0.047,-0.0731,0.4962,0.0629,0.2555,0.0062,-0.0455,-0.0081,0.0022,-0.0737,-0.0678,0.0709,13.3036,3.4889,-0.8875,5.3017,69.03,-3.8104,23.7808,-3.1559,5.6048
hod0108,1,Singlet,2.3587,525.64,0.0033,H-L:0.91;H2-L:0.032,-0.0387,-0.2232,-0.0709,0.0564,0.0026,0.0193,0.0032,0.0004,-0.0887,0.0640,0.0433,2.3332,-0.4336,7.3706,3.0900,60.61,-2.4266,10.1036,2.1720,3.2830
hod0109,1,Singlet,2.5578,484.73,0.013,H-L:0.67;H1-L:0.192,0.1371,0.4219,-0.1065,0.2081,-0.0146,-0.0397,0.0059,0.0018,-0.1726,-0.2183,-0.0189,27.3738,5.2388,50.6444,27.7523,21.62,16.7304,65.1155,-1.4222,26.8079
hod0110,1,Singlet,3.1348,395.51,0.01,H-L:0.835;H2-L:0.036,0.2081,-0.2934,-0.0134,0.1296,-0.0238,0.0352,-0.0014,0.0018,0.1673,0.1964,-0.1314,23.1593,-12.5748,8.5925,6.3923,75.30,-24.6157,40.7605,-1.2420,4.9676
hod0111,1,Singlet,2.4162,513.15,0.0093,H-L:0.941,0.3032,0.2553,0.0057,0.1572,-0.0269,-0.0239,-0.0025,0.0013,-0.0213,-0.2971,0.2847,20.1226,-7.8284,43.2730,18.5224,62.00,4.5742,53.6514,-1.1560,19.0232
hod0112,1,Singlet,2.5149,493.0,0.034,H-L:0.614;H1-L:0.273,0.5365,-0.4994,-0.1212,0.5519,-0.0487,0.0459,0.0083,0.0046,-0.1508,0.1260,-0.3904,25.4934,14.6871,35.3747,25.1851,70.44,57.2234,44.4899,-33.4557,22.7525
hod0113,1,Singlet,2.4426,507.59,0.0153,H-L:0.602;H1-L:0.31,0.2422,-0.4436,0.0238,0.2561,-0.0213,0.0387,0.0010,0.0019,0.0697,0.3064,0.0227,40.1786,-2.6849,44.2992,27.2643,41.71,-11.9407,96.1122,-0.3814,27.9301
hod0114,1,Singlet,2.3378,530.35,0.0093,H-L:0.93,-0.3834,-0.1213,0.0290,0.1625,0.0314,0.0103,-0.0000,0.0011,0.0076,0.2812,-0.1470,7.7865,1.8245,16.2117,8.6076,72.57,2.0666,24.1140,3.0132,9.7313
hod0115,1,Singlet,2.5019,495.56,0.0112,H-L:0.883;H-L1:0.062,0.3303,0.2725,0.0144,0.1835,-0.0323,-0.0232,-0.0044,0.0016,-0.1659,-0.2309,0.0038,15.3193,16.3063,50.5749,27.4002,19.91,38.7352,44.4976,-0.0382,27.7315
hod0116,1,Singlet,2.2408,553.3,0.0206,H-L:0.716;H1-L:0.09,0.4493,-0.4140,-0.0522,0.3760,-0.0373,0.0346,0.0019,0.0026,-0.1759,-0.0089,-0.0652,6.4129,26.5309,19.7229,17.5555,50.13,55.8922,-2.6053,-2.4045,16.9608
hod0117,1,Singlet,2.4641,503.16,0.048,H-L:0.85;H-L1:0.038,0.4902,-0.7277,-0.1584,0.7949,-0.0435,0.0653,0.0126,0.0063,-0.1512,0.0421,-0.4313,24.7437,-8.6721,14.2685,10.1133,83.89,52.4039,21.6768,-48.3054,8.5918
hod0118,1,Singlet,2.8118,440.95,0.0243,H1-L:0.471;H-L:0.335,0.3596,-0.4684,-0.0681,0.3533,-0.0359,0.0488,0.0051,0.0037,0.1985,0.4724,0.1839,59.3036,-17.0562,73.1844,38.4773,59.36,-50.4894,156.4636,8.8532,38.2758
hod0119,1,Singlet,2.3218,533.99,0.0067,H-L:0.898;H-L1:0.03,-0.1600,0.2929,0.0776,0.1174,0.0120,-0.0250,-0.0095,0.0009,-0.2714,-0.2047,-0.0103,24.2390,-9.6612,1.7299,5.4359,78.61,-30.7142,42.4036,0.5673,4.0855
hod0120,1,Singlet,2.4922,497.49,0.0126,H-L:0.809;H1-L:0.12,0.1471,-0.4122,-0.1249,0.2071,-0.0127,0.0369,0.0086,0.0016,-0.1050,0.1654,-0.3135,21.7905,-8.1060,22.9183,12.2009,71.30,10.9226,48.2041,-27.6821,10.4815
hod0121,1,Singlet,2.9598,418.9,0.0054,H-L:0.78;H1-L:0.131,0.1643,-0.2185,0.0008,0.0747,-0.0175,0.0234,0.0029,0.0009,0.0646,0.3024,0.0645,20.1178,-0.9014,20.5939,13.2701,48.67,-7.5095,46.7255,-0.0343,13.0605
hod0122,1,Singlet,2.4944,497.05,0.0068,H-L:0.727;H1-L:0.176,-0.0296,-0.3312,0.0150,0.1108,0.0028,0.0299,0.0012,0.0009,-0.0043,0.3638,0.1538,42.5439,0.4960,42.2587,28.4329,21.33,-0.0907,85.2066,-1.6351,27.8269
hod0123,1,Singlet,2.8556,434.18,0.0184,H-L:0.737;H-L1:0.158,0.0659,-0.4989,-0.0982,0.2628,-0.0069,0.0518,0.0077,0.0028,0.3245,0.3132,-0.2514,50.1174,-14.5236,45.4523,27.0154,63.82,-15.1132,110.4783,-17.4536,25.9705
hod0124,1,Singlet,2.1907,565.95,0.0107,H-L:0.808;H1-L:0.131,0.1299,0.4270,-0.0236,0.1997,-0.0109,-0.0331,-0.0011,0.0012,-0.1214,-0.0135,-0.2917,8.0778,7.6083,2.7687,6.1516,79.03,11.1491,4.0725,-4.8740,3.4492
hod0125,1,Singlet,2.5814,480.29,0.0265,H1-L:0.565;H-L:0.296,-0.1049,-0.6262,-0.1262,0.4190,0.0099,0.0595,0.0083,0.0037,-0.2260,0.1324,0.0668,24.3105,-10.3316,32.1431,15.3740,67.93,-16.7728,58.6429,5.9593,15.9432
hod0126,1,Singlet,2.6636,465.48,0.0062,H-L:0.771;H2-L:0.128,0.1929,-0.2349,-0.0569,0.0956,-0.0183,0.0237,0.0022,0.0009,-0.1546,0.2600,0.1928,18.7934,9.3170,39.8611,22.6572,29.12,21.0796,43.1918,7.7631,24.0115
hod0127,1,Singlet,2.461,503.8,0.0083,H-L:0.929,-0.0995,0.3560,-0.0413,0.1383,0.0072,-0.0323,0.0008,0.0011,0.0214,-0.1863,-0.0033,16.9989,1.3391,29.8591,16.0657,6.49,1.5046,46.8852,-0.0958,16.0980
hod0128,1,Singlet,2.7539,450.21,0.0255,H1-L:0.617;H-L:0.228,-0.3708,0.4905,-0.0138,0.3783,0.0393,-0.0496,0.0042,0.0040,-0.0548,-0.4496,-0.3430,63.5130,-11.4193,78.4050,43.4996,58.77,-14.3737,155.9685,-3.3401,46.0849
hod0129,1,Singlet,2.8408,436.43,0.0106,H-L:0.556;H1-L:0.258,-0.1429,-0.3618,-0.0309,0.1523,0.0160,0.0376,-0.0000,0.0017,0.1101,0.0119,-0.2384,6.5468,4.5581,3.9311,5.0120,78.08,11.1283,3.0532,-5.2145,2.9890
hod0130,1,Singlet,2.3268,532.84,0.0145,H-L:0.738;H2-L:0.181,0.2525,0.4324,-0.0539,0.2536,-0.0206,-0.0371,0.0077,0.0019,0.1683,-0.1547,-0.0742,23.0623,-11.3084,2.2975,4.6838,80.57,-30.0479,47.3115,-2.8285,4.8117
hod0131,1,Singlet,2.2418,553.05,0.0079,H-L:0.951,-0.1776,-0.3361,-0.0010,0.1445,0.0135,0.0265,0.0029,0.0009,0.0163,-0.0369,0.2186,0.9430,5.1085,-7.1089,-0.3525,91.06,2.0459,-8.7813,0.1532,-2.1940
hod0132,1,Singlet,2.3647,524.32,0.0103,H-L:0.937,0.1466,-0.3931,0.0494,0.1784,-0.0116,0.0335,-0.0011,0.0013,0.1855,0.1311,-0.2411,10.8227,-4.7239,14.3334,6.8108,77.65,-19.2309,36.4536,8.4204,8.5477
hod0133,1,Singlet,3.0086,412.1,0.0189,H1-L:0.364;H-L:0.33,0.1137,-0.4925,0.0236,0.2560,-0.0114,0.0552,0.0014,0.0032,0.1312,0.1317,-0.1785,12.9431,-2.9284,25.3740,11.7962,67.63,-10.5490,45.8648,2.9725,12.7627
hod0134,1,Singlet,2.5868,479.29,0.0208,H-L:0.805;H2-L:0.064,0.2596,-0.5010,0.0988,0.3282,-0.0235,0.0494,-0.0072,0.0030,0.2367,0.1852,-0.1230,31.5647,-17.8422,19.5336,11.0854,75.54,-43.4578,65.6073,8.6003,10.2500
hod0135,1,Singlet,2.8341,437.48,0.0294,H-L:0.794;H1-L:0.102,0.2067,0.6038,-0.1286,0.4238,-0.0225,-0.0641,0.0108,0.0047,-0.2758,0.0140,-0.0135,7.1188,2.1096,25.8250,11.6845,74.26,40.3219,-5.9675,-1.2298,11.0415
hod0136,1,Singlet,2.5566,484.96,0.0177,H-L:0.861;H-L1:0.057,0.2994,0.4396,0.0016,0.2828,-0.0277,-0.0408,-0.0031,0.0024,-0.0597,-0.0132,-0.1981,11.9301,6.7615,2.3893,7.0270,74.14,12.6484,4.0999,0.2245,5.6576
hod0137,1,Singlet,2.0793,596.29,0.0031,H-L:0.95,0.0056,0.2441,0.0336,0.0608,-0.0000,-0.0186,0.0007,0.0003,0.0346,-0.0172,-0.0064,-0.2849,0.2124,2.9722,0.9666,64.52,-0.1365,2.9667,0.1530,0.9944
hod0138,1,Singlet,2.6726,463.92,0.0052,H-L:0.851;H1-L:0.047,0.2590,0.1046,-0.0403,0.0797,-0.0261,-0.0095,0.0012,0.0008,-0.1688,-0.1686,0.1755,6.0478,10.7119,27.9702,14.9100,40.99,30.9167,12.4772,4.9981,16.1307
hod0139,1,Singlet,2.4328,509.64,0.0099,H-L:0.471;H1-L:0.39,-0.2142,-0.3394,0.0712,0.1661,0.0195,0.0301,-0.0041,0.0013,0.1775,0.1795,0.1494,27.3376,5.0093,32.8578,21.7349,38.89,26.8983,43.0877,-7.5210,20.8217
hod0140,1,Singlet,2.463,503.39,0.0112,H-L:0.883;H1-L:0.023,-0.2091,0.3739,0.0372,0.1849,0.0189,-0.0340,-0.0055,0.0015,-0.1046,-0.4378,0.3934,42.7805,-12.7753,53.7790,27.9281,62.80,-15.4614,115.7472,-10.3499,29.9786
hod0141,1,Singlet,2.6425,469.2,0.0134,H-L:0.721;H1-L:0.151,-0.0188,0.4485,-0.0708,0.2065,-0.0011,-0.0433,0.0034,0.0019,-0.1470,-0.0902,-0.1764,10.4097,-3.1806,18.0152,8.4147,71.15,-1.9514,28.6193,-8.8256,5.9474
hod0142,1,Singlet,2.7757,446.68,0.0164,H-L:0.573;H2-L:0.183,0.1252,-0.4734,-0.0337,0.2409,-0.0131,0.0487,0.0004,0.0025,0.2354,0.0917,-0.2605,16.4626,-9.4929,1.7750,2.9149,86.05,-20.8383,30.6826,-6.2058,1.2128
hod0143,1,Singlet,2.5717,482.11,0.0548,H-L:0.502;H1-L:0.363,0.6989,0.5855,-0.1978,0.8703,-0.0664,-0.0547,0.0151,0.0076,-0.3658,0.0854,-0.2878,-3.4932,58.8692,58.7439,38.0400,68.35,180.7855,-35.3438,-40.2427,35.0664
hod0144,1,Singlet,2.3565,526.14,0.0134,H-L:0.892;H2-L:0.03,-0.2725,-0.3972,0.0235,0.2326,0.0225,0.0334,0.0012,0.0016,0.0418,-0.0361,0.2734,3.5034,5.3203,-8.1962,0.2092,90.00,8.0621,-10.1307,-4.5525,-2.2070
hod0145,1,Singlet,2.3663,523.95,0.0115,H-L:0.871;H-L1:0.058,0.3007,-0.3224,-0.0572,0.1977,-0.0264,0.0283,0.0019,0.0015,-0.0825,0.0045,-0.1540,3.0000,5.6868,7.6709,5.4526,72.71,17.5529,1.0350,-6.2294,4.1195
hod0146,1,Singlet,2.0326,609.97,0.0056,H-L:0.955,-0.2592,-0.2117,0.0232,0.1125,0.0186,0.0163,-0.0051,0.0006,-0.0366,0.1253,0.0927,6.8146,-2.1462,3.7274,2.7986,77.30,-6.7007,18.7595,-1.5181,3.5136
hod0147,1,Singlet,3.0675,404.19,0.0126,H-L:0.668;H1-L:0.062,-0.0090,-0.4080,0.0387,0.1680,0.0012,0.0454,-0.0032,0.0021,0.2495,0.0376,0.2994,11.2128,-5.8596,1.2373,2.1968,86.62,1.5946,10.8614,-8.2018,1.4181
hod0148,1,Singlet,2.5986,477.11,0.0045,H-L:0.848;H1-L:0.093,0.0641,-0.2573,0.0206,0.0707,-0.0053,0.0253,0.0005,0.0007,0.0911,-0.0478,-0.0074,-3.9107,-1.6377,-7.0108,-4.1864,129.41,-4.1287,-8.6881,0.1079,-4.2363
hod0149,1,Singlet,2.8399,436.57,0.027,H1-L:0.64;H-L:0.201,0.2938,-0.5488,-0.0208,0.3880,-0.0301,0.0572,-0.0014,0.0042,0.1017,0.0909,-0.2545,16.1569,-3.4232,4.1242,5.6193,82.34,-21.1324,35.2896,-3.7512,3.4687
hod0150,1,Singlet,2.4922,497.49,0.0294,H-L:0.884;H2-L:0.031,-0.6543,-0.2131,0.0882,0.4813,0.0580,0.0212,-0.0054,0.0038,-0.0445,0.4639,-0.3360,30.5575,0.3498,39.2387,23.3820,75.22,-20.5896,69.9191,20.9489,23.4261
hod0151,1,Singlet,2.2177,559.06,0.0216,H-L:0.927,0.0097,-0.6166,0.1300,0.3971,-0.0001,0.0491,-0.0080,0.0025,-0.2425,0.1821,0.1827,34.2134,-9.1478,40.1031,21.7229,64.77,1.6715,79.3939,-16.7961,21.4231
hod0152,1,Singlet,2.6307,471.3,0.0156,H-L:0.831;H1-L:0.037,-0.4176,-0.2392,-0.1011,0.2419,0.0403,0.0231,0.0062,0.0022,-0.1319,0.3084,0.1575,18.2182,-16.1247,18.2844,6.7926,80.77,-38.9535,52.1678,11.2615,8.1586
hod0153,1,Singlet,2.6982,459.52,0.018,H-L:0.821;H1-L:0.087,0.3482,0.3855,0.0493,0.2723,-0.0340,-0.0385,-0.0067,0.0027,-0.2538,-0.4660,0.4628,46.1528,13.9498,107.3252,55.8092,49.95,62.4956,127.0359,-16.1472,57.7948
hod0154,1,Singlet,2.7084,457.78,0.0165,H-L:0.816;H1-L:0.1,-0.0749,0.4806,0.1095,0.2486,0.0077,-0.0471,-0.0077,0.0023,-0.1668,-0.2019,0.0451,28.2065,-4.4914,32.3511,18.6887,52.13,-8.8359,68.6264,-3.4882,18.7674
hod0155,1,Singlet,2.6176,473.65,0.0027,H-L:0.896;H-L1:0.028,-0.0291,-0.1999,-0.0377,0.0422,0.0025,0.0186,0.0007,0.0004,-0.1542,0.0303,0.0293,0.0686,-1.1165,2.4470,0.4663,86.36,-3.1712,4.2896,0.7807,0.6331
hod0156,1,Singlet,3.0132,411.47,0.032,H-L:0.388;H1-L:0.26,0.3833,-0.5239,-0.1095,0.4334,-0.0417,0.0577,0.0079,0.0051,0.1161,0.2539,-0.0979,26.2305,-12.4681,43.8756,19.2126,64.77,-31.4735,94.0588,-7.5804,18.3350
hod0157,1,Singlet,2.1977,564.16,0.0015,H-L:0.881;H1-L:0.076,-0.1280,0.1017,0.0165,0.0270,0.0088,-0.0089,0.0029,0.0002,-0.0078,-0.0821,-0.0080,2.3051,-0.2091,3.5153,1.8705,53.06,-0.7068,5.9037,0.0933,1.7634
hod0158,1,Singlet,2.0666,599.95,0.0025,H-L:0.875;H1-L:0.079,0.1474,0.1617,0.0456,0.0499,-0.0104,-0.0122,-0.0010,0.0003,0.0768,-0.1664,0.0437,8.5479,-4.2946,6.8609,3.7047,66.83,-8.0020,19.0324,-1.4097,3.2069
hod0159,1,Singlet,2.3751,522.03,0.0399,H-L:0.796;H1-L:0.133,0.1236,0.8099,0.1181,0.6852,-0.0118,-0.0691,-0.0073,0.0050,-0.1538,-0.1668,0.2910,43.3753,-5.3697,52.7866,30.2641,64.49,13.4483,95.5185,-24.3035,28.2211
